region,date_heure,annee,jour_numero,heure,jour_fractionnel,thermique,nucleaire,eolien,solaire,hydraulique,bioenergies,pompage,ech_physiques,stockage_batterie,destockage_batterie,cap_prod_max_thermique,thermique_p_disp,cap_prod_max_nucleaire,nucleaire_p_disp,eolien_p_disp,solaire_p_disp,cap_prod_max_hydraulique,hydraulique_p_disp,cap_prod_max_bioenergies,bioenergies_p_disp,population
PAYS DE LA LOIRE,2016-06-27 03:00:00,2016,179,03:00:00,179.12,22.0,0.0,76.0,0.0,3.0,39.0,0.0,1681.0,0.0,0.0,1880.0,1337.0,0.0,0.0,649.0,467.0,8.0,8.0,62.0,62.0,3737632
OCCITANIE,2016-01-23 03:30:00,2016,23,03:30:00,23.15,270.0,2415.0,114.0,0.0,1259.0,92.0,-688.0,1308.0,0.0,0.0,266.0,0.0,2620.0,2620.0,1098.0,1508.0,5461.0,5288.0,137.0,137.0,5808435
BOURGOGNE FRANCHE COMTE,2018-12-05 16:30:00,2018,339,16:30:00,339.69,179.0,0.0,125.0,1.0,92.0,42.0,-1.0,2542.0,0.0,0.0,401.0,401.0,0.0,0.0,746.0,318.0,520.0,443.0,64.0,64.0,2807807
PROVENCE ALPES COTE D AZUR,2016-10-31 17:30:00,2016,305,17:30:00,305.73,1714.0,0.0,0.0,8.0,658.0,108.0,0.0,1737.0,0.0,0.0,2621.0,2393.0,0.0,0.0,48.0,1048.0,3192.0,3192.0,354.0,354.0,5021928
ILE DE FRANCE,2021-08-05 00:00:00,2021,217,00:00:00,217.0,0.0,0.0,10.0,0.0,8.0,144.0,0.0,5311.0,0.0,0.0,2171.0,2171.0,0.0,0.0,148.0,174.0,20.0,20.0,314.0,314.0,12317279
NORMANDIE,2021-03-23 23:30:00,2021,82,23:30:00,82.98,362.0,8879.0,146.0,0.0,12.0,67.0,0.0,-5832.0,0.0,0.0,852.0,852.0,10640.0,9797.0,862.0,279.0,31.0,31.0,146.0,146.0,3327966
GRAND EST,2017-10-14 20:00:00,2017,287,20:00:00,287.83,1611.0,7078.0,66.0,0.0,1057.0,92.0,0.0,-5030.0,0.0,0.0,3464.0,2869.0,10820.0,9474.0,3040.0,549.0,2298.0,1980.0,141.0,141.0,5549586
BRETAGNE,2021-12-21 18:30:00,2021,355,18:30:00,355.77,602.0,0.0,303.0,0.0,16.0,50.0,-1.0,3080.0,0.0,0.0,1428.0,982.0,0.0,0.0,1135.0,353.0,272.0,272.0,82.0,82.0,3394567
OCCITANIE,2021-11-30 19:30:00,2021,334,19:30:00,334.81,124.0,1283.0,546.0,1.0,1142.0,72.0,0.0,4189.0,0.0,0.0,326.0,326.0,2620.0,2620.0,1593.0,2761.0,5500.0,5465.0,173.0,173.0,6022176
CENTRE VAL DE LOIRE,2020-07-31 10:30:00,2020,213,10:30:00,213.44,10.0,5316.0,51.0,143.0,1.0,59.0,0.0,-3584.0,0.0,0.0,229.0,229.0,11630.0,10728.0,1256.0,377.0,92.0,92.0,88.0,88.0,2574863
ILE DE FRANCE,2015-12-09 21:00:00,2015,343,21:00:00,343.88,2487.0,0.0,1.0,0.0,10.0,134.0,0.0,8498.0,0.0,0.0,2149.0,1787.0,0.0,0.0,61.0,114.0,19.0,19.0,300.0,300.0,12082144
HAUTS DE FRANCE,2018-12-22 17:30:00,2018,356,17:30:00,356.73,1086.0,4558.0,1706.0,1.0,2.0,122.0,0.0,-1483.0,0.0,0.0,2969.0,2969.0,5460.0,4550.0,4352.0,235.0,5.0,5.0,177.0,177.0,6004108
NORMANDIE,2022-05-23 00:30:00,2022,143,00:30:00,143.02,190.0,3496.0,67.0,0.0,12.0,98.0,0.0,-1403.0,0.0,0.0,852.0,852.0,10640.0,9391.0,933.0,311.0,31.0,31.0,148.0,148.0,3327604
CENTRE VAL DE LOIRE,2022-12-23 23:30:00,2022,357,23:30:00,357.98,81.0,9175.0,917.0,0.0,2.0,63.0,0.0,-8236.0,0.0,0.0,229.0,229.0,11630.0,10768.0,1599.0,807.0,93.0,93.0,91.0,91.0,2572916
NOUVELLE AQUITAINE,2021-08-02 20:00:00,2021,214,20:00:00,214.83,29.0,4151.0,135.0,339.0,496.0,185.0,0.0,-1012.0,0.0,0.0,578.0,578.0,6630.0,6630.0,1311.0,3226.0,1784.0,1784.0,354.0,354.0,6069352
PROVENCE ALPES COTE D AZUR,2018-02-21 16:30:00,2018,52,16:30:00,52.69,2544.0,0.0,43.0,347.0,1724.0,230.0,0.0,1100.0,0.0,0.0,2651.0,2343.0,0.0,0.0,48.0,1223.0,3227.0,3227.0,357.0,357.0,5052832
PAYS DE LA LOIRE,2015-09-22 17:30:00,2015,265,17:30:00,265.73,766.0,0.0,364.0,93.0,0.0,42.0,0.0,1455.0,0.0,0.0,1867.0,1217.0,0.0,0.0,560.0,455.0,7.0,7.0,61.0,61.0,3718512
BOURGOGNE FRANCHE COMTE,2018-03-03 13:30:00,2018,62,13:30:00,62.56,166.0,0.0,140.0,43.0,180.0,30.0,0.0,2694.0,0.0,0.0,386.0,386.0,0.0,0.0,676.0,305.0,520.0,443.0,36.0,36.0,2807807
GRAND EST,2022-04-26 06:30:00,2022,116,06:30:00,116.27,1299.0,5129.0,417.0,1.0,1316.0,155.0,0.0,-3345.0,0.0,0.0,3590.0,3163.0,10820.0,9709.0,4254.0,1005.0,2306.0,1952.0,235.0,235.0,5563889
OCCITANIE,2020-08-19 23:30:00,2020,232,23:30:00,232.98,0.0,1054.0,366.0,2.0,813.0,86.0,0.0,1741.0,0.0,0.0,314.0,314.0,2620.0,1310.0,1593.0,2271.0,5494.0,5243.0,171.0,171.0,5973969
HAUTS DE FRANCE,2022-04-20 16:30:00,2022,110,16:30:00,110.69,1285.0,3423.0,1113.0,228.0,2.0,105.0,0.0,-1087.0,0.0,0.0,2993.0,2408.0,5460.0,4579.0,5748.0,441.0,6.0,6.0,190.0,190.0,5990765
NOUVELLE AQUITAINE,2022-12-30 00:30:00,2022,364,00:30:00,364.02,163.0,2662.0,516.0,0.0,271.0,192.0,0.0,1057.0,0.0,0.0,581.0,581.0,6630.0,5684.0,1644.0,3941.0,1786.0,1786.0,356.0,356.0,6098051
BOURGOGNE FRANCHE COMTE,2017-04-12 05:00:00,2017,102,05:00:00,102.21,63.0,0.0,31.0,0.0,25.0,18.0,0.0,1984.0,0.0,0.0,331.0,331.0,0.0,0.0,605.0,267.0,519.0,519.0,31.0,31.0,2811423
BOURGOGNE FRANCHE COMTE,2013-01-21 18:00:00,2013,21,18:00:00,21.75,453.0,0.0,85.0,0.0,349.0,14.0,0.0,2829.0,0.0,0.0,289.0,289.0,0.0,0.0,204.0,226.0,479.0,479.0,24.0,24.0,2819783
BOURGOGNE FRANCHE COMTE,2013-05-26 21:00:00,2013,146,21:00:00,146.88,28.0,0.0,10.0,0.0,107.0,14.0,0.0,2157.0,0.0,0.0,301.0,301.0,0.0,0.0,204.0,228.0,480.0,480.0,24.0,24.0,2819783
GRAND EST,2014-01-25 19:00:00,2014,25,19:00:00,25.79,199.0,11581.0,657.0,0.0,1279.0,81.0,0.0,-7202.0,0.0,0.0,3398.0,3283.0,10820.0,10820.0,1999.0,508.0,2283.0,2283.0,94.0,94.0,5554645
GRAND EST,2021-10-30 08:30:00,2021,303,08:30:00,303.35,32.0,6689.0,2461.0,2.0,430.0,157.0,-336.0,-4456.0,0.0,0.0,3589.0,3589.0,10820.0,10076.0,4046.0,950.0,2305.0,2103.0,209.0,209.0,5561287
CENTRE VAL DE LOIRE,2021-12-18 21:00:00,2021,352,21:00:00,352.88,75.0,8700.0,593.0,0.0,32.0,65.0,0.0,-6836.0,0.0,0.0,229.0,229.0,11630.0,10735.0,1381.0,692.0,92.0,92.0,90.0,90.0,2573303
PAYS DE LA LOIRE,2018-04-17 21:00:00,2018,107,21:00:00,107.88,1012.0,0.0,13.0,0.0,5.0,49.0,0.0,1633.0,0.0,0.0,1968.0,1871.0,0.0,0.0,796.0,541.0,8.0,8.0,69.0,69.0,3781423
PROVENCE ALPES COTE D AZUR,2020-05-19 21:00:00,2020,140,21:00:00,140.88,1139.0,0.0,17.0,2.0,2120.0,84.0,0.0,223.0,0.0,0.0,2710.0,2300.0,0.0,0.0,48.0,1459.0,3259.0,3259.0,357.0,207.0,5098666
OCCITANIE,2014-03-29 23:30:00,2014,88,23:30:00,88.98,61.0,2355.0,504.0,0.0,2289.0,99.0,-421.0,-220.0,0.0,0.0,251.0,251.0,2620.0,2620.0,897.0,1219.0,5399.0,5399.0,127.0,127.0,5730753
CENTRE VAL DE LOIRE,2017-06-23 13:00:00,2017,174,13:00:00,174.54,0.0,7366.0,159.0,98.0,0.0,61.0,0.0,-5440.0,0.0,0.0,198.0,198.0,11630.0,10626.0,947.0,269.0,91.0,91.0,76.0,76.0,2576252
NORMANDIE,2018-11-05 13:30:00,2018,309,13:30:00,309.56,368.0,6427.0,81.0,50.0,5.0,36.0,0.0,-3428.0,0.0,0.0,821.0,251.0,10640.0,9310.0,758.0,251.0,31.0,31.0,105.0,105.0,3327477
HAUTS DE FRANCE,2020-07-23 12:30:00,2020,205,12:30:00,205.52,1133.0,3456.0,46.0,93.0,1.0,113.0,0.0,844.0,0.0,0.0,2983.0,2697.0,5460.0,4550.0,5120.0,244.0,5.0,5.0,181.0,181.0,5997734
PAYS DE LA LOIRE,2021-03-17 09:30:00,2021,76,09:30:00,76.4,1072.0,0.0,304.0,149.0,5.0,45.0,0.0,2349.0,0.0,0.0,2055.0,2055.0,0.0,0.0,1065.0,702.0,10.0,10.0,78.0,78.0,3853999
OCCITANIE,2013-05-08 06:00:00,2013,128,06:00:00,128.25,-2.0,1530.0,20.0,0.0,1485.0,67.0,-958.0,487.0,0.0,0.0,245.0,245.0,2620.0,2620.0,861.0,1055.0,5379.0,5379.0,126.0,126.0,5683878
PAYS DE LA LOIRE,2020-03-01 23:00:00,2020,61,23:00:00,61.96,173.0,0.0,589.0,0.0,4.0,55.0,0.0,3157.0,0.0,0.0,2050.0,1857.0,0.0,0.0,989.0,630.0,10.0,10.0,76.0,76.0,3832120
BRETAGNE,2022-10-27 11:30:00,2022,300,11:30:00,300.48,496.0,0.0,215.0,77.0,3.0,50.0,-1.0,1621.0,0.0,0.0,1432.0,1432.0,0.0,0.0,1220.0,405.0,272.0,272.0,83.0,83.0,3414637
AUVERGNE RHONE ALPES,2017-08-28 13:00:00,2017,240,13:00:00,240.54,370.0,11210.0,5.0,452.0,2929.0,83.0,-19.0,-7237.0,0.0,0.0,985.0,985.0,13570.0,12655.0,486.0,962.0,11246.0,11048.0,178.0,178.0,7948287
NORMANDIE,2017-03-24 20:00:00,2017,83,20:00:00,83.83,991.0,5985.0,247.0,0.0,22.0,37.0,0.0,-3527.0,0.0,0.0,785.0,485.0,10640.0,9386.0,622.0,220.0,31.0,31.0,97.0,97.0,3330478
CENTRE VAL DE LOIRE,2013-12-01 21:30:00,2013,335,21:30:00,335.9,76.0,8828.0,990.0,0.0,2.0,39.0,0.0,-6514.0,0.0,0.0,162.0,162.0,11630.0,11630.0,739.0,214.0,91.0,91.0,56.0,56.0,2570548
BOURGOGNE FRANCHE COMTE,2018-08-05 12:00:00,2018,217,12:00:00,217.5,25.0,0.0,35.0,175.0,12.0,28.0,-1.0,1594.0,0.0,0.0,386.0,386.0,0.0,0.0,708.0,308.0,520.0,443.0,37.0,37.0,2807807
GRAND EST,2019-08-01 09:30:00,2019,213,09:30:00,213.4,1123.0,5819.0,28.0,297.0,971.0,101.0,0.0,-3738.0,0.0,0.0,3531.0,3111.0,10820.0,9631.0,3434.0,590.0,2302.0,2030.0,172.0,172.0,5556219
CENTRE VAL DE LOIRE,2020-10-23 15:00:00,2020,297,15:00:00,297.62,12.0,6497.0,176.0,110.0,15.0,62.0,0.0,-4857.0,0.0,0.0,229.0,229.0,11630.0,10658.0,1256.0,400.0,92.0,92.0,88.0,88.0,2574863
BOURGOGNE FRANCHE COMTE,2015-12-22 12:30:00,2015,356,12:30:00,356.52,106.0,0.0,156.0,76.0,47.0,23.0,0.0,2572.0,0.0,0.0,329.0,84.0,0.0,0.0,414.0,262.0,513.0,373.0,29.0,29.0,2820940
BOURGOGNE FRANCHE COMTE,2017-07-22 08:30:00,2017,203,08:30:00,203.35,28.0,0.0,87.0,35.0,21.0,20.0,0.0,1663.0,0.0,0.0,331.0,331.0,0.0,0.0,605.0,270.0,519.0,519.0,33.0,33.0,2811423
BOURGOGNE FRANCHE COMTE,2014-02-04 07:30:00,2014,35,07:30:00,35.31,99.0,0.0,41.0,0.0,229.0,18.0,0.0,3033.0,0.0,0.0,313.0,68.0,0.0,0.0,230.0,242.0,507.0,507.0,25.0,25.0,2820623
GRAND EST,2017-05-21 12:00:00,2017,141,12:00:00,141.5,38.0,8274.0,89.0,336.0,1075.0,92.0,0.0,-5631.0,0.0,0.0,3453.0,2949.0,10820.0,9652.0,2891.0,536.0,2298.0,2029.0,140.0,140.0,5549586
OCCITANIE,2022-06-17 11:00:00,2022,168,11:00:00,168.46,0.0,1200.0,47.0,1562.0,754.0,65.0,-25.0,1224.0,0.0,0.0,326.0,326.0,2620.0,1612.0,1593.0,2955.0,5503.0,5317.0,174.0,174.0,6067101
AUVERGNE RHONE ALPES,2013-07-04 02:30:00,2013,185,02:30:00,185.1,39.0,8628.0,74.0,0.0,3443.0,69.0,-1317.0,-4903.0,0.0,0.0,919.0,919.0,13570.0,13570.0,335.0,720.0,11116.0,11116.0,106.0,106.0,7757595
ILE DE FRANCE,2017-01-26 18:30:00,2017,26,18:30:00,26.77,2463.0,0.0,12.0,0.0,8.0,147.0,0.0,11809.0,0.0,0.0,2149.0,1712.0,0.0,0.0,61.0,116.0,19.0,19.0,301.0,301.0,12174880
OCCITANIE,2014-01-30 03:30:00,2014,30,03:30:00,30.15,63.0,2326.0,68.0,0.0,1263.0,83.0,-887.0,1914.0,0.0,0.0,251.0,251.0,2620.0,2620.0,889.0,1209.0,5397.0,5397.0,127.0,127.0,5730753
PAYS DE LA LOIRE,2018-03-03 06:00:00,2018,62,06:00:00,62.25,601.0,0.0,322.0,0.0,4.0,47.0,0.0,2685.0,0.0,0.0,1957.0,1594.0,0.0,0.0,796.0,536.0,8.0,8.0,69.0,69.0,3781423
OCCITANIE,2016-11-02 07:00:00,2016,307,07:00:00,307.29,59.0,2517.0,69.0,0.0,289.0,90.0,-36.0,928.0,0.0,0.0,266.0,266.0,2620.0,2620.0,1147.0,1653.0,5463.0,5236.0,140.0,140.0,5808435
AUVERGNE RHONE ALPES,2022-10-01 05:00:00,2022,274,05:00:00,274.21,22.0,5261.0,241.0,0.0,1539.0,109.0,-1386.0,-527.0,0.0,0.0,1050.0,630.0,13570.0,12651.0,723.0,1789.0,11789.0,11674.0,208.0,208.0,8155762
BRETAGNE,2016-06-07 08:30:00,2016,159,08:30:00,159.35,1.0,0.0,11.0,20.0,51.0,26.0,-1.0,2212.0,0.0,0.0,771.0,686.0,0.0,0.0,853.0,227.0,275.0,275.0,56.0,56.0,3306529
AUVERGNE RHONE ALPES,2013-11-08 13:30:00,2013,312,13:30:00,312.56,180.0,9114.0,89.0,47.0,5417.0,73.0,-5.0,-6974.0,0.0,0.0,926.0,926.0,13570.0,13570.0,335.0,741.0,11125.0,11125.0,125.0,125.0,7757595
NORMANDIE,2020-04-16 08:00:00,2020,107,08:00:00,107.33,193.0,5100.0,142.0,4.0,16.0,62.0,0.0,-2845.0,0.0,0.0,833.0,253.0,10640.0,9310.0,816.0,263.0,31.0,31.0,110.0,110.0,3325522
GRAND EST,2019-08-17 19:00:00,2019,229,19:00:00,229.79,175.0,6618.0,745.0,34.0,1449.0,128.0,0.0,-5395.0,0.0,0.0,3531.0,3069.0,10820.0,9640.0,3445.0,591.0,2303.0,2032.0,172.0,172.0,5556219
PROVENCE ALPES COTE D AZUR,2016-04-05 08:00:00,2016,96,08:00:00,96.33,896.0,0.0,19.0,10.0,1288.0,111.0,0.0,1992.0,0.0,0.0,2614.0,2296.0,0.0,0.0,48.0,1006.0,3178.0,3178.0,204.0,204.0,5021928
NOUVELLE AQUITAINE,2022-01-13 21:30:00,2022,13,21:30:00,13.9,207.0,3685.0,482.0,1.0,1046.0,181.0,0.0,1745.0,0.0,0.0,578.0,578.0,6630.0,5135.0,1368.0,3460.0,1784.0,1666.0,356.0,356.0,6098051
GRAND EST,2019-05-08 13:00:00,2019,128,13:00:00,128.54,793.0,8221.0,1918.0,122.0,916.0,118.0,0.0,-6875.0,0.0,0.0,3531.0,3118.0,10820.0,9506.0,3368.0,566.0,2302.0,1991.0,169.0,169.0,5556219
PAYS DE LA LOIRE,2018-06-19 19:00:00,2018,170,19:00:00,170.79,3.0,0.0,45.0,157.0,4.0,39.0,0.0,2655.0,0.0,0.0,1968.0,1761.0,0.0,0.0,804.0,545.0,8.0,8.0,69.0,69.0,3781423
NOUVELLE AQUITAINE,2018-01-01 00:30:00,2018,1,00:30:00,1.02,144.0,4172.0,522.0,-1.0,779.0,183.0,0.0,-199.0,0.0,0.0,478.0,478.0,6630.0,5720.0,882.0,2219.0,1781.0,1781.0,307.0,307.0,5979778
NORMANDIE,2014-05-27 06:00:00,2014,147,06:00:00,147.25,235.0,8775.0,73.0,0.0,17.0,41.0,0.0,-6630.0,0.0,0.0,761.0,181.0,10640.0,10640.0,473.0,212.0,24.0,24.0,89.0,89.0,3335645
OCCITANIE,2020-06-11 10:30:00,2020,163,10:30:00,163.44,0.0,2501.0,60.0,689.0,1308.0,77.0,-132.0,-678.0,0.0,0.0,314.0,314.0,2620.0,1310.0,1579.0,2227.0,5493.0,5267.0,171.0,171.0,5973969
NORMANDIE,2016-04-08 09:00:00,2016,99,09:00:00,99.38,786.0,7479.0,21.0,11.0,20.0,48.0,0.0,-4447.0,0.0,0.0,773.0,773.0,10640.0,9778.0,563.0,217.0,31.0,31.0,95.0,95.0,3335929
BRETAGNE,2019-04-16 01:30:00,2019,106,01:30:00,106.06,1.0,0.0,33.0,0.0,45.0,47.0,-1.0,2567.0,0.0,0.0,956.0,871.0,0.0,0.0,1004.0,264.0,270.0,270.0,71.0,71.0,3354854
OCCITANIE,2016-01-14 20:30:00,2016,14,20:30:00,14.85,49.0,2586.0,558.0,0.0,1923.0,90.0,0.0,753.0,0.0,0.0,266.0,0.0,2620.0,2620.0,1098.0,1499.0,5461.0,5288.0,137.0,137.0,5808435
GRAND EST,2019-11-13 01:00:00,2019,317,01:00:00,317.04,1881.0,11758.0,941.0,0.0,927.0,117.0,-525.0,-9462.0,0.0,0.0,3532.0,3532.0,10820.0,9895.0,3479.0,604.0,2303.0,2090.0,175.0,175.0,5556219
ILE DE FRANCE,2021-08-02 12:30:00,2021,214,12:30:00,214.52,0.0,0.0,11.0,85.0,9.0,113.0,0.0,6267.0,0.0,0.0,2171.0,2171.0,0.0,0.0,148.0,174.0,20.0,20.0,314.0,314.0,12317279
GRAND EST,2018-07-25 03:30:00,2018,206,03:30:00,206.15,1491.0,8057.0,192.0,0.0,466.0,109.0,-515.0,-5794.0,0.0,0.0,3471.0,3006.0,10820.0,9501.0,3143.0,557.0,2300.0,1955.0,158.0,158.0,5550389
HAUTS DE FRANCE,2018-03-11 08:00:00,2018,70,08:00:00,70.33,494.0,3987.0,503.0,2.0,2.0,123.0,0.0,-87.0,0.0,0.0,2922.0,2922.0,5460.0,4550.0,3819.0,218.0,5.0,5.0,170.0,170.0,6004108
BRETAGNE,2016-09-09 07:30:00,2016,253,07:30:00,253.31,1.0,0.0,142.0,0.0,73.0,39.0,-1.0,2005.0,0.0,0.0,773.0,688.0,0.0,0.0,877.0,230.0,275.0,275.0,57.0,57.0,3306529
HAUTS DE FRANCE,2013-05-30 23:00:00,2013,150,23:00:00,150.96,455.0,3600.0,222.0,0.0,1.0,65.0,0.0,1429.0,0.0,0.0,2268.0,2268.0,5460.0,5460.0,2126.0,210.0,5.0,5.0,139.0,139.0,5987883
NOUVELLE AQUITAINE,2014-02-12 20:30:00,2014,43,20:30:00,43.85,135.0,6107.0,312.0,0.0,1098.0,140.0,0.0,-1059.0,0.0,0.0,421.0,421.0,6630.0,6630.0,381.0,1044.0,1760.0,1760.0,219.0,219.0,5879144
PAYS DE LA LOIRE,2020-12-11 06:00:00,2020,346,06:00:00,346.25,908.0,0.0,401.0,0.0,6.0,45.0,0.0,2001.0,0.0,0.0,2054.0,1861.0,0.0,0.0,1046.0,681.0,10.0,10.0,77.0,77.0,3832120
CENTRE VAL DE LOIRE,2022-01-06 11:30:00,2022,6,11:30:00,6.48,73.0,10593.0,8.0,150.0,54.0,57.0,0.0,-7511.0,0.0,0.0,229.0,229.0,11630.0,10928.0,1381.0,694.0,92.0,92.0,90.0,90.0,2572916
NOUVELLE AQUITAINE,2017-03-13 20:00:00,2017,72,20:00:00,72.83,256.0,5757.0,176.0,-1.0,968.0,188.0,0.0,-1583.0,0.0,0.0,465.0,465.0,6630.0,5720.0,734.0,1931.0,1780.0,1666.0,304.0,304.0,5956978
NOUVELLE AQUITAINE,2017-04-14 23:30:00,2017,104,23:30:00,104.98,88.0,5749.0,107.0,-1.0,527.0,207.0,0.0,-1991.0,0.0,0.0,465.0,465.0,6630.0,5720.0,734.0,1957.0,1780.0,1668.0,306.0,306.0,5956978
OCCITANIE,2013-09-03 00:30:00,2013,246,00:30:00,246.02,-2.0,1621.0,32.0,0.0,558.0,75.0,-63.0,1303.0,0.0,0.0,246.0,246.0,2620.0,2620.0,889.0,1109.0,5387.0,5387.0,126.0,126.0,5683878
NORMANDIE,2017-10-09 09:00:00,2017,282,09:00:00,282.38,724.0,3786.0,27.0,4.0,9.0,58.0,0.0,-1263.0,0.0,0.0,785.0,785.0,10640.0,9310.0,701.0,223.0,31.0,31.0,100.0,100.0,3330478
NOUVELLE AQUITAINE,2016-01-17 10:00:00,2016,17,10:00:00,17.42,177.0,6589.0,15.0,224.0,550.0,183.0,0.0,-952.0,0.0,0.0,429.0,429.0,6630.0,6630.0,547.0,1803.0,1778.0,1778.0,279.0,279.0,5935603
AUVERGNE RHONE ALPES,2013-01-31 01:30:00,2013,31,01:30:00,31.06,267.0,10791.0,103.0,0.0,3568.0,75.0,-1056.0,-5459.0,0.0,0.0,914.0,914.0,13570.0,12660.0,335.0,707.0,11114.0,11114.0,105.0,105.0,7757595
OCCITANIE,2014-04-04 00:30:00,2014,94,00:30:00,94.02,-4.0,2286.0,62.0,0.0,1643.0,80.0,0.0,403.0,0.0,0.0,251.0,251.0,2620.0,2620.0,897.0,1220.0,5400.0,5400.0,127.0,127.0,5730753
BRETAGNE,2013-02-17 03:30:00,2013,48,03:30:00,48.15,64.0,0.0,119.0,0.0,116.0,20.0,-1.0,2502.0,0.0,0.0,658.0,658.0,0.0,0.0,716.0,202.0,11.0,11.0,36.0,36.0,3258707
NOUVELLE AQUITAINE,2015-08-29 20:30:00,2015,241,20:30:00,241.85,10.0,3155.0,28.0,14.0,62.0,151.0,0.0,549.0,0.0,0.0,427.0,427.0,6630.0,5525.0,534.0,1535.0,1775.0,1775.0,239.0,239.0,5911482
ILE DE FRANCE,2016-02-19 22:00:00,2016,50,22:00:00,50.92,501.0,0.0,22.0,0.0,0.0,146.0,0.0,9852.0,0.0,0.0,2149.0,2149.0,0.0,0.0,61.0,114.0,19.0,19.0,300.0,300.0,12117132
NORMANDIE,2019-09-26 01:00:00,2019,269,01:00:00,269.04,167.0,3369.0,192.0,0.0,11.0,48.0,0.0,-1241.0,0.0,0.0,833.0,253.0,10640.0,9410.0,806.0,258.0,31.0,31.0,108.0,108.0,3325032
OCCITANIE,2017-04-26 16:30:00,2017,116,16:30:00,116.69,2.0,2552.0,559.0,270.0,1567.0,69.0,-11.0,-658.0,0.0,0.0,282.0,282.0,2620.0,1310.0,1194.0,1706.0,5475.0,5077.0,140.0,140.0,5845102
NOUVELLE AQUITAINE,2017-08-22 00:00:00,2017,234,00:00:00,234.0,44.0,4134.0,287.0,-1.0,108.0,172.0,0.0,-457.0,0.0,0.0,465.0,465.0,6630.0,5574.0,790.0,2007.0,1780.0,1670.0,306.0,306.0,5956978
BRETAGNE,2017-12-29 15:30:00,2017,363,15:30:00,363.65,207.0,0.0,759.0,11.0,13.0,44.0,-25.0,2195.0,0.0,0.0,899.0,899.0,0.0,0.0,942.0,249.0,270.0,270.0,67.0,67.0,3318904
HAUTS DE FRANCE,2014-09-27 18:00:00,2014,270,18:00:00,270.75,270.0,2862.0,61.0,23.0,1.0,83.0,0.0,1483.0,0.0,0.0,2289.0,2289.0,5460.0,5460.0,2432.0,212.0,5.0,5.0,141.0,141.0,6006156
OCCITANIE,2020-11-06 18:30:00,2020,311,18:30:00,311.77,62.0,1117.0,990.0,0.0,2302.0,81.0,0.0,56.0,0.0,0.0,318.0,318.0,2620.0,1310.0,1593.0,2317.0,5498.0,5268.0,172.0,172.0,5973969
BOURGOGNE FRANCHE COMTE,2017-05-31 22:00:00,2017,151,22:00:00,151.92,54.0,0.0,58.0,0.0,26.0,21.0,0.0,2101.0,0.0,0.0,331.0,331.0,0.0,0.0,605.0,268.0,519.0,403.0,32.0,32.0,2811423
AUVERGNE RHONE ALPES,2018-01-22 01:00:00,2018,22,01:00:00,22.04,187.0,10903.0,286.0,0.0,4009.0,138.0,-1539.0,-5871.0,0.0,0.0,1000.0,1000.0,13570.0,12704.0,548.0,1014.0,11254.0,10934.0,179.0,179.0,7994459
BRETAGNE,2022-07-25 13:30:00,2022,206,13:30:00,206.56,495.0,0.0,311.0,156.0,59.0,49.0,-1.0,1261.0,0.0,0.0,1432.0,1322.0,0.0,0.0,1191.0,376.0,272.0,272.0,83.0,83.0,3414637
ILE DE FRANCE,2014-06-10 03:00:00,2014,161,03:00:00,161.12,-4.0,0.0,0.0,0.0,6.0,96.0,0.0,4859.0,0.0,0.0,2122.0,2122.0,0.0,0.0,37.0,111.0,19.0,19.0,282.0,282.0,12027565
PROVENCE ALPES COTE D AZUR,2016-03-19 03:30:00,2016,79,03:30:00,79.15,159.0,0.0,0.0,0.0,1382.0,125.0,0.0,3061.0,0.0,0.0,2614.0,2296.0,0.0,0.0,48.0,999.0,3178.0,3054.0,204.0,204.0,5021928
HAUTS DE FRANCE,2017-09-24 18:00:00,2017,267,18:00:00,267.75,235.0,3419.0,198.0,24.0,1.0,108.0,0.0,406.0,0.0,0.0,2910.0,2636.0,5460.0,4710.0,3605.0,215.0,5.0,5.0,165.0,165.0,6003815
PAYS DE LA LOIRE,2020-07-07 12:00:00,2020,189,12:00:00,189.5,395.0,0.0,1.0,364.0,0.0,53.0,0.0,2292.0,0.0,0.0,2050.0,1731.0,0.0,0.0,1000.0,643.0,10.0,10.0,77.0,77.0,3832120
GRAND EST,2021-12-25 12:30:00,2021,359,12:30:00,359.52,961.0,4969.0,34.0,86.0,1182.0,149.0,0.0,-2447.0,0.0,0.0,3590.0,3590.0,10820.0,9901.0,4189.0,966.0,2306.0,2104.0,210.0,210.0,5561287
OCCITANIE,2018-01-05 11:30:00,2018,5,11:30:00,5.48,78.0,2425.0,51.0,537.0,2496.0,89.0,-16.0,-672.0,0.0,0.0,291.0,291.0,2620.0,2620.0,1365.0,1808.0,5481.0,5317.0,145.0,145.0,5885496
HAUTS DE FRANCE,2016-02-22 17:30:00,2016,53,17:30:00,53.73,898.0,4431.0,1004.0,1.0,2.0,115.0,0.0,526.0,0.0,0.0,2864.0,2748.0,5460.0,4550.0,2896.0,213.0,5.0,5.0,160.0,160.0,6006870
PAYS DE LA LOIRE,2021-04-15 01:00:00,2021,105,01:00:00,105.04,823.0,0.0,453.0,0.0,4.0,56.0,0.0,1993.0,0.0,0.0,2055.0,2055.0,0.0,0.0,1088.0,708.0,10.0,10.0,78.0,78.0,3853999
