region,date_heure,annee,jour_numero,heure,jour_fractionnel,thermique,nucleaire,eolien,solaire,hydraulique,bioenergies,pompage,ech_physiques,stockage_batterie,destockage_batterie,cap_prod_max_thermique,thermique_p_disp,cap_prod_max_nucleaire,nucleaire_p_disp,eolien_p_disp,solaire_p_disp,cap_prod_max_hydraulique,hydraulique_p_disp,cap_prod_max_bioenergies,bioenergies_p_disp,population
ILE DE FRANCE,2020-08-03 04:00:00,2020,216,04:00:00,216.17,0.0,0.0,2.0,0.0,5.0,142.0,0.0,4079.0,0.0,0.0,2170.0,2068.0,0.0,0.0,108.0,168.0,20.0,20.0,314.0,314.0,12271794
ILE DE FRANCE,2013-12-27 06:30:00,2013,361,06:30:00,361.27,261.0,0.0,18.0,0.0,0.0,135.0,0.0,8167.0,0.0,0.0,2122.0,2122.0,0.0,0.0,37.0,110.0,19.0,19.0,282.0,282.0,11959807
GRAND EST,2020-04-22 00:00:00,2020,113,00:00:00,113.0,50.0,3981.0,2051.0,0.0,937.0,122.0,0.0,-2844.0,0.0,0.0,3535.0,3086.0,10820.0,9530.0,3606.0,619.0,2303.0,1928.0,183.0,183.0,5562651
ILE DE FRANCE,2014-12-20 02:30:00,2014,354,02:30:00,354.1,327.0,0.0,2.0,0.0,2.0,152.0,0.0,7564.0,0.0,0.0,2128.0,1710.0,0.0,0.0,37.0,112.0,19.0,19.0,282.0,282.0,12027565
AUVERGNE RHONE ALPES,2016-05-01 23:00:00,2016,122,23:00:00,122.96,32.0,8641.0,216.0,0.0,3066.0,117.0,-8.0,-4416.0,0.0,0.0,959.0,959.0,13570.0,12658.0,384.0,916.0,11209.0,11027.0,170.0,170.0,7916889
CENTRE VAL DE LOIRE,2017-03-16 11:30:00,2017,75,11:30:00,75.48,100.0,11516.0,7.0,151.0,16.0,47.0,0.0,-9434.0,0.0,0.0,198.0,198.0,11630.0,11630.0,937.0,265.0,91.0,91.0,76.0,76.0,2576252
ILE DE FRANCE,2015-12-13 03:00:00,2015,347,03:00:00,347.12,501.0,0.0,1.0,0.0,11.0,132.0,0.0,6997.0,0.0,0.0,2149.0,1787.0,0.0,0.0,61.0,114.0,19.0,19.0,300.0,300.0,12082144
BOURGOGNE FRANCHE COMTE,2021-05-24 05:00:00,2021,144,05:00:00,144.21,23.0,0.0,432.0,0.0,114.0,44.0,-65.0,1210.0,0.0,0.0,401.0,401.0,0.0,0.0,955.0,425.0,523.0,523.0,71.0,71.0,2800194
BRETAGNE,2020-11-30 17:00:00,2020,335,17:00:00,335.71,230.0,0.0,28.0,3.0,9.0,49.0,-1.0,2915.0,0.0,0.0,980.0,980.0,0.0,0.0,1041.0,292.0,272.0,272.0,81.0,81.0,3373835
ILE DE FRANCE,2020-01-25 04:30:00,2020,25,04:30:00,25.19,303.0,0.0,1.0,0.0,9.0,133.0,0.0,9115.0,0.0,0.0,2170.0,2170.0,0.0,0.0,108.0,143.0,20.0,20.0,314.0,314.0,12271794
PROVENCE ALPES COTE D AZUR,2022-06-05 05:00:00,2022,156,05:00:00,156.21,649.0,0.0,20.0,0.0,429.0,206.0,0.0,1920.0,0.0,0.0,2724.0,2356.0,0.0,0.0,96.0,1833.0,3267.0,3231.0,357.0,357.0,5150362
HAUTS DE FRANCE,2018-08-20 19:30:00,2018,232,19:30:00,232.81,1529.0,2722.0,174.0,8.0,1.0,129.0,0.0,309.0,0.0,0.0,2922.0,2922.0,5460.0,4634.0,3979.0,229.0,5.0,5.0,171.0,171.0,6004108
HAUTS DE FRANCE,2013-07-09 05:00:00,2013,190,05:00:00,190.21,265.0,4465.0,362.0,0.0,1.0,50.0,0.0,-611.0,0.0,0.0,2268.0,2268.0,5460.0,5460.0,2193.0,210.0,5.0,5.0,139.0,139.0,5987883
AUVERGNE RHONE ALPES,2020-03-09 11:30:00,2020,69,11:30:00,69.48,551.0,8902.0,279.0,395.0,5857.0,123.0,-3.0,-6474.0,0.0,0.0,1034.0,1034.0,13570.0,12643.0,647.0,1248.0,11746.0,11545.0,192.0,192.0,8078652
PROVENCE ALPES COTE D AZUR,2019-11-26 03:30:00,2019,330,03:30:00,330.15,1300.0,0.0,1.0,0.0,1356.0,96.0,0.0,1830.0,0.0,0.0,2678.0,2300.0,0.0,0.0,48.0,1416.0,3247.0,3123.0,357.0,207.0,5081101
CENTRE VAL DE LOIRE,2019-09-26 12:00:00,2019,269,12:00:00,269.5,14.0,5585.0,831.0,89.0,0.0,61.0,0.0,-4599.0,0.0,0.0,229.0,229.0,11630.0,10646.0,1195.0,327.0,91.0,91.0,86.0,86.0,2573180
OCCITANIE,2016-11-18 11:00:00,2016,323,11:00:00,323.46,59.0,2444.0,57.0,195.0,691.0,94.0,0.0,1662.0,0.0,0.0,273.0,273.0,2620.0,2620.0,1172.0,1654.0,5463.0,5236.0,140.0,140.0,5808435
PROVENCE ALPES COTE D AZUR,2017-11-04 03:30:00,2017,308,03:30:00,308.15,1553.0,0.0,7.0,0.0,147.0,192.0,-51.0,1799.0,0.0,0.0,2638.0,2303.0,0.0,0.0,48.0,1179.0,3224.0,3224.0,357.0,357.0,5030890
HAUTS DE FRANCE,2021-08-14 11:00:00,2021,226,11:00:00,226.46,93.0,2595.0,77.0,177.0,2.0,116.0,0.0,1195.0,0.0,0.0,2990.0,2990.0,5460.0,4550.0,5523.0,406.0,5.0,5.0,183.0,183.0,5995292
ILE DE FRANCE,2018-06-11 18:30:00,2018,162,18:30:00,162.77,-1.0,0.0,1.0,10.0,8.0,142.0,0.0,7597.0,0.0,0.0,2157.0,2072.0,0.0,0.0,88.0,122.0,20.0,20.0,306.0,306.0,12213447
NOUVELLE AQUITAINE,2016-07-28 04:00:00,2016,210,04:00:00,210.17,35.0,4622.0,36.0,-1.0,135.0,155.0,0.0,-1424.0,0.0,0.0,429.0,429.0,6630.0,5971.0,596.0,1876.0,1779.0,1621.0,280.0,280.0,5935603
HAUTS DE FRANCE,2013-07-20 00:00:00,2013,201,00:00:00,201.0,412.0,4447.0,682.0,0.0,1.0,71.0,0.0,-116.0,0.0,0.0,2268.0,2268.0,5460.0,5460.0,2193.0,210.0,5.0,5.0,139.0,139.0,5987883
PAYS DE LA LOIRE,2014-07-30 11:30:00,2014,211,11:30:00,211.48,11.0,0.0,6.0,161.0,1.0,39.0,0.0,2839.0,0.0,0.0,1864.0,1429.0,0.0,0.0,518.0,418.0,7.0,7.0,58.0,58.0,3690833
AUVERGNE RHONE ALPES,2018-08-06 06:30:00,2018,218,06:30:00,218.27,8.0,3663.0,3.0,0.0,2610.0,105.0,-19.0,-970.0,0.0,0.0,1000.0,599.0,13570.0,12642.0,578.0,1089.0,11260.0,11073.0,180.0,180.0,7994459
CENTRE VAL DE LOIRE,2021-02-02 02:30:00,2021,33,02:30:00,33.1,103.0,10159.0,712.0,0.0,63.0,62.0,0.0,-8566.0,0.0,0.0,229.0,229.0,11630.0,10520.0,1278.0,448.0,92.0,92.0,88.0,88.0,2573303
ILE DE FRANCE,2015-12-25 15:00:00,2015,359,15:00:00,359.62,291.0,0.0,15.0,6.0,10.0,129.0,0.0,6794.0,0.0,0.0,2149.0,1787.0,0.0,0.0,61.0,114.0,19.0,19.0,300.0,300.0,12082144
CENTRE VAL DE LOIRE,2018-10-21 20:00:00,2018,294,20:00:00,294.83,14.0,6836.0,350.0,0.0,0.0,67.0,0.0,-5498.0,0.0,0.0,222.0,222.0,11630.0,10658.0,1060.0,302.0,91.0,91.0,84.0,84.0,2572853
GRAND EST,2021-02-15 19:30:00,2021,46,19:30:00,46.81,1624.0,6037.0,2152.0,0.0,1589.0,138.0,0.0,-4188.0,0.0,0.0,3585.0,3172.0,10820.0,9785.0,3879.0,698.0,2305.0,2103.0,199.0,199.0,5561287
NOUVELLE AQUITAINE,2021-09-30 16:00:00,2021,273,16:00:00,273.67,76.0,4251.0,31.0,1922.0,236.0,176.0,0.0,-2279.0,0.0,0.0,578.0,578.0,6630.0,5135.0,1342.0,3276.0,1784.0,1784.0,354.0,354.0,6069352
AUVERGNE RHONE ALPES,2017-01-07 01:30:00,2017,7,01:30:00,7.06,754.0,10287.0,123.0,0.0,2611.0,126.0,-4.0,-3028.0,0.0,0.0,984.0,984.0,13570.0,12792.0,425.0,936.0,11233.0,10992.0,177.0,177.0,7948287
GRAND EST,2014-12-05 01:00:00,2014,339,01:00:00,339.04,1647.0,12151.0,34.0,0.0,622.0,82.0,-537.0,-8140.0,0.0,0.0,3400.0,3200.0,10820.0,10820.0,2295.0,522.0,2284.0,2284.0,107.0,107.0,5554645
ILE DE FRANCE,2018-06-04 19:00:00,2018,155,19:00:00,155.79,1.0,0.0,7.0,9.0,8.0,125.0,0.0,7878.0,0.0,0.0,2157.0,2080.0,0.0,0.0,88.0,122.0,20.0,20.0,306.0,306.0,12213447
PROVENCE ALPES COTE D AZUR,2018-11-14 04:30:00,2018,318,04:30:00,318.19,737.0,0.0,1.0,0.0,1043.0,82.0,0.0,1590.0,0.0,0.0,2671.0,2338.0,0.0,0.0,48.0,1316.0,3233.0,3110.0,357.0,207.0,5052832
NORMANDIE,2019-08-28 01:30:00,2019,240,01:30:00,240.06,307.0,5047.0,27.0,0.0,6.0,55.0,0.0,-3005.0,0.0,0.0,833.0,253.0,10640.0,9310.0,806.0,258.0,31.0,31.0,107.0,107.0,3325032
ILE DE FRANCE,2017-08-22 08:30:00,2017,234,08:30:00,234.35,1.0,0.0,2.0,7.0,4.0,132.0,0.0,6183.0,0.0,0.0,2149.0,1864.0,0.0,0.0,88.0,117.0,19.0,19.0,301.0,301.0,12174880
NORMANDIE,2013-06-30 00:30:00,2013,181,00:30:00,181.02,228.0,6091.0,27.0,0.0,11.0,34.0,0.0,-3687.0,0.0,0.0,761.0,761.0,10640.0,10640.0,432.0,208.0,23.0,23.0,88.0,88.0,3328364
CENTRE VAL DE LOIRE,2018-07-30 04:30:00,2018,211,04:30:00,211.19,0.0,8348.0,246.0,0.0,0.0,52.0,0.0,-7287.0,0.0,0.0,216.0,216.0,11630.0,10796.0,1036.0,297.0,91.0,91.0,76.0,76.0,2572853
CENTRE VAL DE LOIRE,2016-12-12 17:00:00,2016,347,17:00:00,347.71,83.0,10688.0,48.0,0.0,1.0,49.0,0.0,-8037.0,0.0,0.0,198.0,198.0,11630.0,10740.0,917.0,261.0,91.0,91.0,71.0,71.0,2577866
HAUTS DE FRANCE,2021-02-25 07:30:00,2021,56,07:30:00,56.31,1079.0,3629.0,797.0,0.0,2.0,139.0,0.0,408.0,0.0,0.0,2990.0,2990.0,5460.0,4550.0,5430.0,315.0,5.0,5.0,182.0,182.0,5995292
BOURGOGNE FRANCHE COMTE,2018-06-23 12:00:00,2018,174,12:00:00,174.5,23.0,0.0,101.0,185.0,36.0,34.0,0.0,1698.0,0.0,0.0,386.0,386.0,0.0,0.0,688.0,307.0,520.0,443.0,37.0,37.0,2807807
BOURGOGNE FRANCHE COMTE,2013-07-11 19:00:00,2013,192,19:00:00,192.79,26.0,0.0,44.0,36.0,130.0,9.0,0.0,2175.0,0.0,0.0,301.0,301.0,0.0,0.0,204.0,229.0,480.0,480.0,24.0,24.0,2819783
PROVENCE ALPES COTE D AZUR,2016-01-02 06:00:00,2016,2,06:00:00,2.25,151.0,0.0,27.0,0.0,218.0,101.0,0.0,3883.0,0.0,0.0,2612.0,2166.0,0.0,0.0,48.0,983.0,3178.0,3056.0,183.0,183.0,5021928
OCCITANIE,2018-07-04 04:00:00,2018,185,04:00:00,185.17,0.0,1109.0,14.0,0.0,1293.0,70.0,-662.0,1250.0,0.0,0.0,295.0,295.0,2620.0,1310.0,1425.0,1913.0,5485.0,5300.0,146.0,146.0,5885496
NOUVELLE AQUITAINE,2014-09-13 05:30:00,2014,256,05:30:00,256.23,21.0,3013.0,118.0,0.0,60.0,141.0,0.0,-181.0,0.0,0.0,421.0,421.0,6630.0,5720.0,447.0,1238.0,1772.0,1772.0,222.0,222.0,5879144
PROVENCE ALPES COTE D AZUR,2019-02-13 01:00:00,2019,44,01:00:00,44.04,1066.0,0.0,27.0,0.0,1036.0,83.0,0.0,3538.0,0.0,0.0,2674.0,2252.0,0.0,0.0,48.0,1331.0,3239.0,3115.0,357.0,207.0,5081101
AUVERGNE RHONE ALPES,2016-01-12 23:30:00,2016,12,23:30:00,12.98,268.0,11544.0,213.0,0.0,4024.0,109.0,-1452.0,-5045.0,0.0,0.0,952.0,952.0,13570.0,12675.0,384.0,894.0,11204.0,10851.0,170.0,170.0,7916889
ILE DE FRANCE,2014-12-10 05:30:00,2014,344,05:30:00,344.23,628.0,0.0,18.0,0.0,8.0,154.0,0.0,8398.0,0.0,0.0,2128.0,1543.0,0.0,0.0,37.0,112.0,19.0,19.0,282.0,282.0,12027565
HAUTS DE FRANCE,2016-11-15 16:00:00,2016,320,16:00:00,320.67,1708.0,2741.0,477.0,4.0,1.0,102.0,0.0,1726.0,0.0,0.0,2882.0,2745.0,5460.0,4550.0,3215.0,214.0,5.0,5.0,164.0,164.0,6006870
GRAND EST,2019-01-17 00:30:00,2019,17,00:30:00,17.02,2312.0,12273.0,2531.0,0.0,897.0,118.0,0.0,-12016.0,0.0,0.0,3531.0,3531.0,10820.0,9916.0,3355.0,562.0,2301.0,1983.0,163.0,163.0,5556219
BOURGOGNE FRANCHE COMTE,2015-05-15 09:00:00,2015,135,09:00:00,135.38,25.0,0.0,45.0,23.0,141.0,25.0,0.0,1816.0,0.0,0.0,325.0,80.0,0.0,0.0,344.0,254.0,510.0,510.0,29.0,29.0,2820940
CENTRE VAL DE LOIRE,2022-12-17 23:30:00,2022,351,23:30:00,351.98,93.0,10544.0,341.0,0.0,2.0,55.0,0.0,-7829.0,0.0,0.0,229.0,229.0,11630.0,10779.0,1588.0,806.0,93.0,93.0,91.0,91.0,2572916
AUVERGNE RHONE ALPES,2014-09-10 15:30:00,2014,253,15:30:00,253.65,52.0,11024.0,39.0,323.0,2117.0,77.0,-20.0,-6082.0,0.0,0.0,938.0,938.0,13570.0,12655.0,347.0,830.0,11153.0,10948.0,141.0,141.0,7820966
OCCITANIE,2019-03-09 08:00:00,2019,68,08:00:00,68.33,87.0,1290.0,439.0,53.0,736.0,100.0,-662.0,2236.0,0.0,0.0,307.0,307.0,2620.0,1310.0,1499.0,2007.0,5485.0,5308.0,146.0,146.0,5933185
HAUTS DE FRANCE,2017-08-18 01:30:00,2017,230,01:30:00,230.06,590.0,3508.0,142.0,0.0,1.0,115.0,0.0,-27.0,0.0,0.0,2910.0,2718.0,5460.0,4550.0,3557.0,215.0,5.0,5.0,165.0,165.0,6003815
BRETAGNE,2020-08-21 19:30:00,2020,234,19:30:00,234.81,1.0,0.0,575.0,27.0,0.0,54.0,0.0,1502.0,0.0,0.0,978.0,893.0,0.0,0.0,1028.0,287.0,272.0,272.0,80.0,80.0,3373835
NORMANDIE,2021-03-27 17:30:00,2021,86,17:30:00,86.73,245.0,8788.0,188.0,22.0,17.0,97.0,0.0,-6497.0,0.0,0.0,852.0,852.0,10640.0,9797.0,872.0,280.0,31.0,31.0,146.0,146.0,3327966
ILE DE FRANCE,2018-11-05 22:30:00,2018,309,22:30:00,309.94,388.0,0.0,24.0,0.0,6.0,145.0,0.0,7689.0,0.0,0.0,2169.0,2107.0,0.0,0.0,88.0,123.0,20.0,20.0,306.0,306.0,12213447
BOURGOGNE FRANCHE COMTE,2013-11-20 03:00:00,2013,324,03:00:00,324.12,128.0,0.0,58.0,0.0,76.0,19.0,0.0,2442.0,0.0,0.0,313.0,313.0,0.0,0.0,204.0,240.0,490.0,490.0,25.0,25.0,2819783
PROVENCE ALPES COTE D AZUR,2013-06-18 22:00:00,2013,169,22:00:00,169.92,170.0,0.0,15.0,0.0,2061.0,34.0,0.0,2088.0,0.0,0.0,2590.0,2316.0,0.0,0.0,45.0,695.0,3158.0,3158.0,151.0,151.0,4953675
BOURGOGNE FRANCHE COMTE,2019-05-05 03:30:00,2019,125,03:30:00,125.15,22.0,0.0,247.0,0.0,62.0,51.0,-1.0,1807.0,0.0,0.0,401.0,401.0,0.0,0.0,821.0,334.0,520.0,520.0,67.0,67.0,2805580
CENTRE VAL DE LOIRE,2017-02-24 10:00:00,2017,55,10:00:00,55.42,106.0,11659.0,135.0,64.0,12.0,49.0,0.0,-9184.0,0.0,0.0,198.0,198.0,11630.0,11630.0,937.0,264.0,91.0,91.0,76.0,76.0,2576252
AUVERGNE RHONE ALPES,2020-11-28 08:00:00,2020,333,08:00:00,333.33,621.0,10348.0,141.0,0.0,1983.0,135.0,-571.0,-4983.0,0.0,0.0,1047.0,1047.0,13570.0,12687.0,700.0,1354.0,11753.0,11586.0,194.0,194.0,8078652
ILE DE FRANCE,2019-03-08 04:00:00,2019,67,04:00:00,67.17,300.0,0.0,28.0,0.0,12.0,137.0,0.0,6809.0,0.0,0.0,2169.0,2093.0,0.0,0.0,88.0,125.0,20.0,20.0,306.0,306.0,12262544
ILE DE FRANCE,2021-02-15 14:30:00,2021,46,14:30:00,46.6,427.0,0.0,53.0,14.0,0.0,151.0,0.0,11826.0,0.0,0.0,2171.0,2171.0,0.0,0.0,125.0,171.0,20.0,20.0,314.0,314.0,12317279
GRAND EST,2022-01-29 04:30:00,2022,29,04:30:00,29.19,1221.0,7494.0,1213.0,0.0,486.0,164.0,-519.0,-4308.0,0.0,0.0,3590.0,3590.0,10820.0,10078.0,4189.0,970.0,2306.0,2104.0,212.0,212.0,5563889
AUVERGNE RHONE ALPES,2014-03-26 21:30:00,2014,85,21:30:00,85.9,182.0,9441.0,78.0,0.0,4588.0,82.0,-4.0,-5899.0,0.0,0.0,938.0,938.0,13570.0,12655.0,347.0,799.0,11136.0,10877.0,140.0,140.0,7820966
PAYS DE LA LOIRE,2019-02-11 23:00:00,2019,42,23:00:00,42.96,640.0,0.0,19.0,0.0,2.0,47.0,0.0,3770.0,0.0,0.0,2037.0,1689.0,0.0,0.0,897.0,567.0,8.0,8.0,70.0,70.0,3806461
NORMANDIE,2021-10-13 01:00:00,2021,286,01:00:00,286.04,177.0,8774.0,48.0,0.0,7.0,90.0,0.0,-6348.0,0.0,0.0,852.0,852.0,10640.0,9472.0,878.0,299.0,31.0,31.0,147.0,147.0,3327966
CENTRE VAL DE LOIRE,2022-12-13 20:00:00,2022,347,20:00:00,347.83,134.0,10578.0,158.0,0.0,2.0,59.0,0.0,-7633.0,0.0,0.0,229.0,229.0,11630.0,10836.0,1566.0,799.0,93.0,93.0,91.0,91.0,2572916
NOUVELLE AQUITAINE,2017-11-15 00:00:00,2017,319,00:00:00,319.0,206.0,6738.0,87.0,-1.0,260.0,187.0,0.0,-1150.0,0.0,0.0,473.0,473.0,6630.0,6630.0,875.0,2104.0,1780.0,1675.0,307.0,307.0,5956978
NOUVELLE AQUITAINE,2018-04-19 03:30:00,2018,109,03:30:00,109.15,23.0,4618.0,407.0,-1.0,516.0,172.0,0.0,-2332.0,0.0,0.0,482.0,482.0,6630.0,5501.0,924.0,2300.0,1781.0,1667.0,314.0,314.0,5979778
AUVERGNE RHONE ALPES,2021-07-11 03:30:00,2021,192,03:30:00,192.15,10.0,7498.0,101.0,0.0,3443.0,122.0,-185.0,-6282.0,0.0,0.0,1047.0,1047.0,13570.0,13570.0,723.0,1494.0,11771.0,11624.0,208.0,208.0,8114361
PAYS DE LA LOIRE,2020-09-05 05:00:00,2020,249,05:00:00,249.21,0.0,0.0,139.0,0.0,0.0,61.0,0.0,1548.0,0.0,0.0,2050.0,1731.0,0.0,0.0,1012.0,658.0,10.0,10.0,77.0,77.0,3832120
ILE DE FRANCE,2016-06-23 04:00:00,2016,175,04:00:00,175.17,-3.0,0.0,10.0,0.0,0.0,124.0,0.0,4932.0,0.0,0.0,2149.0,1716.0,0.0,0.0,61.0,114.0,19.0,19.0,300.0,300.0,12117132
OCCITANIE,2021-09-26 07:30:00,2021,269,07:30:00,269.31,0.0,0.0,137.0,0.0,409.0,66.0,-414.0,2382.0,0.0,0.0,325.0,325.0,2620.0,2620.0,1593.0,2679.0,5499.0,5464.0,173.0,173.0,6022176
BOURGOGNE FRANCHE COMTE,2014-02-23 20:00:00,2014,54,20:00:00,54.83,99.0,0.0,47.0,0.0,106.0,19.0,0.0,2348.0,0.0,0.0,313.0,68.0,0.0,0.0,230.0,243.0,508.0,508.0,25.0,25.0,2820623
CENTRE VAL DE LOIRE,2014-11-27 08:00:00,2014,331,08:00:00,331.33,74.0,10502.0,7.0,0.0,23.0,55.0,0.0,-7970.0,0.0,0.0,162.0,162.0,11630.0,11630.0,801.0,223.0,91.0,91.0,71.0,71.0,2577435
OCCITANIE,2020-11-13 04:00:00,2020,318,04:00:00,318.17,62.0,1130.0,493.0,0.0,629.0,79.0,-459.0,1538.0,0.0,0.0,318.0,318.0,2620.0,1310.0,1593.0,2323.0,5498.0,5290.0,172.0,172.0,5973969
NOUVELLE AQUITAINE,2013-06-25 11:30:00,2013,176,11:30:00,176.48,29.0,3959.0,5.0,342.0,620.0,138.0,0.0,-300.0,0.0,0.0,421.0,421.0,6630.0,6630.0,356.0,977.0,1760.0,1760.0,210.0,210.0,5844177
BOURGOGNE FRANCHE COMTE,2016-08-10 07:00:00,2016,223,07:00:00,223.29,24.0,0.0,26.0,2.0,22.0,26.0,0.0,1522.0,0.0,0.0,329.0,329.0,0.0,0.0,446.0,264.0,513.0,513.0,30.0,30.0,2818338
ILE DE FRANCE,2019-01-21 12:00:00,2019,21,12:00:00,21.5,1331.0,0.0,1.0,53.0,8.0,132.0,0.0,12077.0,0.0,0.0,2169.0,2169.0,0.0,0.0,88.0,124.0,20.0,20.0,306.0,306.0,12262544
GRAND EST,2020-10-07 05:00:00,2020,281,05:00:00,281.21,371.0,8412.0,2822.0,0.0,932.0,117.0,0.0,-8376.0,0.0,0.0,3585.0,3172.0,10820.0,9635.0,3795.0,663.0,2305.0,1968.0,190.0,190.0,5562651
GRAND EST,2019-11-10 00:30:00,2019,314,00:30:00,314.02,1509.0,10858.0,1295.0,0.0,979.0,128.0,0.0,-9457.0,0.0,0.0,3532.0,3532.0,10820.0,9730.0,3479.0,604.0,2303.0,2089.0,175.0,175.0,5556219
GRAND EST,2016-09-07 04:00:00,2016,251,04:00:00,251.17,1499.0,9569.0,1027.0,0.0,871.0,70.0,-528.0,-8578.0,0.0,0.0,3424.0,3424.0,10820.0,9914.0,2652.0,528.0,2295.0,2093.0,124.0,124.0,5555186
AUVERGNE RHONE ALPES,2020-06-18 09:30:00,2020,170,09:30:00,170.4,434.0,7313.0,25.0,375.0,5528.0,118.0,-7.0,-6758.0,0.0,0.0,1034.0,1034.0,13570.0,12567.0,647.0,1270.0,11746.0,11551.0,192.0,192.0,8078652
PROVENCE ALPES COTE D AZUR,2021-11-25 11:00:00,2021,329,11:00:00,329.46,1542.0,0.0,30.0,171.0,1770.0,87.0,0.0,2031.0,0.0,0.0,2724.0,2460.0,0.0,0.0,96.0,1708.0,3266.0,3222.0,357.0,357.0,5127840
NOUVELLE AQUITAINE,2017-12-31 03:30:00,2017,365,03:30:00,365.15,167.0,4737.0,420.0,-1.0,673.0,169.0,0.0,-1554.0,0.0,0.0,478.0,478.0,6630.0,6630.0,882.0,2219.0,1781.0,1781.0,307.0,307.0,5956978
